일시,평균기온(℃),평균풍속(m/s),평균습도(%rh),평균일강수량(mm),일사합,최대전력(MW),요일,전력사용량(kwh),코스피,공휴일/국경일,평일/주말,미세먼지,최저기온(℃),최고기온(℃),평균 현지기압(hPa),평균지면온도(℃),합계 소형증발량(mm),전력,소비계수,평균전력사용량
 2013-10-04,16.2,1.6,68,0,18.18,61182,금,12.57503826,1996.98,0,0,32,10.7,25.1,1010.2,19.3,4,13.97268482,1000,12.57503826
 2013-10-05,18.5,1.9,70,0,15.73,55667,토,12.57503826,2092.09,0,1,28,12.6,28.1,1011.8,20.9,4.9,12.71317456,1000,12.57503826
 2013-10-06,20.9,2.6,77,2.7,7.37,53017,일,12.57503826,2092.09,0,1,19,15.4,25.7,1013.1,20.2,3.9,12.10797018,1000,12.57503826
 2013-10-07,22.5,1.9,80,0.9,8.96,64911,월,12.57503826,1994.42,0,0,22,19.8,26.9,1009.6,23.2,1.1,14.82431017,1000,12.57503826
 2013-10-08,20.3,2.6,90,30.7,2.56,64075,화,12.57503826,2002.76,0,0,22,18,21.8,1003.9,20.3,0.3,14.63338531,1000,12.57503826
 2013-10-09,20,1.6,81,0.6,13.05,59766,수,12.57503826,2092.09,0,0,23,15.5,26.4,1004.1,21.4,3.5,13.64930014,1000,12.57503826
 2013-10-10,19.9,1.1,88,8.2,8.47,64136,목,12.57503826,2001.4,0,0,31,15.9,26.4,1003.5,20.5,4,14.64731643,1000,12.57503826
 2013-10-11,18.8,3.2,65,0.3,14.34,62118,금,12.57503826,2024.9,0,0,46,14.1,20.7,1001.8,19.1,4.4,14.18644758,1000,12.57503826
 2013-10-12,15.5,2.1,57,0,16.87,54568,토,12.57503826,2092.09,0,1,28,11,21.5,1009.2,16.3,3.7,12.46218603,1000,12.57503826
 2013-10-13,15.8,1.3,68,0,14.78,51494,일,12.57503826,2092.09,0,1,35,12.2,23.4,1011.3,17.1,2.6,11.76014894,1000,12.57503826
 2013-10-14,17.3,1.3,74,0,15.04,62685,월,12.57503826,2020.27,0,0,38,13.3,24.4,1008.7,17.8,3.1,14.31593848,1000,12.57503826
 2013-10-15,14.4,2.9,77,5.8,5.3,62574,화,12.57503826,2040.96,0,0,28,7.7,17.4,1007.4,12.8,0.5,14.29058841,1000,12.57503826
 2013-10-16,11.1,2.2,63,0,15.34,61498,수,12.57503826,2034.61,0,0,21,6.1,16.8,1011.7,12.2,2.9,14.04485259,1000,12.57503826
 2013-10-17,11.1,1.2,70,0,13.19,62394,목,12.57503826,2040.61,0,0,27,6.8,18.9,1017.9,13.3,3,14.24948019,1000,12.57503826
 2013-10-18,13,1.4,71,0,14.41,61911,금,12.57503826,2052.4,0,0,29,8.1,20.2,1018.5,14.1,2.8,14.13917312,1000,12.57503826
 2013-10-19,14.3,1.5,74,0,10.16,55528,토,12.57503826,2092.09,0,1,26,9.8,19.5,1015.5,14.5,2.3,12.68142988,1000,12.57503826
 2013-10-20,15.9,1.6,73,0.1,13.3,51487,일,12.57503826,2092.09,0,1,22,11.7,22.9,1009.7,17.4,2.9,11.75855028,1000,12.57503826
 2013-10-21,14.9,1.8,72,0,12.77,62099,월,12.57503826,2053.01,0,0,22,12,22.2,1009.7,16.9,3.9,14.18210838,1000,12.57503826
 2013-10-22,15.1,2.2,67,0.2,11.69,62822,화,12.57503826,2056.12,0,0,23,11.3,21.7,1013,16.4,4,14.34722641,1000,12.57503826
 2013-10-23,15.4,1.9,70,0,12.54,62185,수,12.57503826,2035.75,0,0,22,12.2,22.1,1010.6,16.5,3.7,14.20174897,1000,12.57503826
 2013-10-24,14.1,2.1,68,0,11.96,62777,목,12.57503826,2046.69,0,0,35,7.8,18.5,1007.7,15,3.9,14.33694935,1000,12.57503826
 2013-10-25,10.9,2.8,53,0,14.47,62398,금,12.57503826,2034.39,0,0,38,5.3,14.5,1007.3,11.6,4,14.2503937,1000,12.57503826
 2013-10-26,10,1.9,65,0,12.78,54801,토,12.57503826,2092.09,0,1,37,4.3,15.7,1007.3,11.7,2.8,12.51539834,1000,12.57503826
 2013-10-27,10.1,1.4,68,0,13.48,51788,일,12.57503826,2092.09,0,1,42,5.1,18,1011.7,12.1,3.2,11.82729237,1000,12.57503826
 2013-10-28,10.5,1.1,70,0,10.12,63155,월,12.57503826,2048.14,0,0,51,6.7,16.7,1014.1,11.8,1.6,14.42327662,1000,12.57503826
 2013-10-29,12.2,1.5,70,0.3,9.34,63926,화,12.57503826,2051.76,0,0,58,9.5,16.5,1012.8,12.8,1.3,14.59935684,1000,12.57503826
 2013-10-30,11.9,1.7,68,0,12.35,62824,수,12.57503826,2059.58,0,0,24,6.4,16.2,1014.8,11.4,2.5,14.34768316,1000,12.57503826
 2013-10-31,12,1.1,72,0,10.32,63329,목,12.57503826,2030.09,0,0,34,5.5,18.8,1015.8,11.7,3.7,14.46301457,1000,12.57503826
 2013-11-01,14,1.3,71,0,11.13,61066,금,13.57579725,2039.42,0,0,46,8.6,20.7,1015,14.3,2.6,13.94619286,1000,13.57579725
 2013-11-02,14.1,1.2,82,2,3.79,55557,토,13.57579725,2092.09,0,1,40,8.6,14.9,1012.7,12.3,0.1,12.68805287,1000,13.57579725
 2013-11-03,13.4,1.3,79,0.1,6.89,52359,일,13.57579725,2092.09,0,1,54,7.8,16.7,1010.6,12.3,1.8,11.95769678,1000,13.57579725
 2013-11-04,12,1.8,74,0.3,9.71,62623,월,13.57579725,2025.17,0,0,50,9.2,17.6,1013.6,12.4,1.9,14.30177898,1000,13.57579725
 2013-11-05,11.1,1.2,72,0,11.44,62668,화,13.57579725,2013.93,0,0,53,7.5,18.5,1015.4,11.4,1.4,14.31205604,1000,13.57579725
 2013-11-06,12.3,1.2,80,0.9,4.24,62657,수,13.57579725,2013.67,0,0,60,9,15.9,1008.9,11.1,3.3,14.30954387,1000,13.57579725
 2013-11-07,12.8,2.6,60,0.5,11.52,62671,목,13.57579725,2004.04,0,0,42,7.5,15.8,1008.3,11.8,3.8,14.31274117,1000,13.57579725
 2013-11-08,9.3,1.4,61,0,10.35,62796,금,13.57579725,1984.87,0,0,29,4,14.5,1015.9,8,2.7,14.34128855,1000,13.57579725
 2013-11-09,11.9,1.5,77,12.5,4.26,55968,토,13.57579725,2092.09,0,1,33,9.2,15.5,1010.2,10.3,0.9,12.78191665,1000,13.57579725
 2013-11-10,9.3,3.7,56,0.6,12.16,54144,일,13.57579725,2092.09,0,1,20,2.1,10.4,1008.9,6.5,3.4,12.36535332,1000,13.57579725
 2013-11-11,4.9,3,46,0,12.8,65865,월,13.57579725,1977.3,0,0,27,-1.4,7.5,1011.8,2.5,3.2,15.04218374,1000,13.57579725
 2013-11-12,4.6,2.4,53,0,12.17,66426,화,13.57579725,1995.48,0,0,26,-1.1,8.5,1011.3,2.7,2.5,15.17030437,1000,13.57579725
 2013-11-13,4.7,1.3,63,0,12.42,66150,수,13.57579725,1963.56,0,0,38,-0.9,11.4,1012.4,3.8,3.1,15.10727176,1000,13.57579725
 2013-11-14,6.5,1.3,69,0.5,5.26,67082,목,13.57579725,1967.56,0,0,55,3.1,9.9,1010.2,6.6,0.4,15.320121,1000,13.57579725
 2013-11-15,8.3,1.4,74,0.7,9.39,65666,금,13.57579725,2005.64,0,0,69,5.8,12.4,1010.2,8.3,1.1,14.99673632,1000,13.57579725
 2013-11-16,7.2,1.4,70,0.5,10.26,58986,토,13.57579725,2092.09,0,1,73,2.4,12,1006.6,6.4,1.6,13.47116451,1000,13.57579725
 2013-11-17,7.1,3.6,58,1.4,8.97,56018,일,13.57579725,2092.09,0,1,26,2.2,7.6,1003.2,5,2,12.7933356,1000,13.57579725
 2013-11-18,3.2,3.8,58,1.4,7.73,69316,월,13.57579725,2010.81,0,0,20,-1.5,4.2,1004.1,1.2,2.6,15.83031972,1000,13.57579725
 2013-11-19,3.5,3.6,59,0.8,6.14,69483,화,13.57579725,2031.64,0,0,23,-1.7,3.8,1006.3,1.1,2,15.86845902,1000,13.57579725
 2013-11-20,3.4,2.8,54,0.1,9.52,69837,수,13.57579725,2017.24,0,0,25,-1.9,5.9,1010.2,0.9,4.2,15.94930519,1000,13.57579725
 2013-11-21,3.8,2,62,0,9.95,69400,목,13.57579725,1993.78,0,0,21,-1.4,7.3,1013.4,1.3,2.3,15.84950356,1000,13.57579725
 2013-11-22,5,1.9,63,0,9.64,68915,금,13.57579725,2006.23,0,0,52,-0.7,10.5,1014.6,2.6,2,15.73873974,1000,13.57579725
 2013-11-23,6.1,1.5,68,0,9.33,57200,토,13.57579725,2092.09,0,1,94,2.2,12.5,1013.3,4.5,1.5,13.06327959,1000,13.57579725
 2013-11-24,8.4,2.1,73,14,6.26,56221,일,13.57579725,2092.09,0,1,52,4.4,10.6,1003.4,5.7,0.5,12.83969654,1000,13.57579725
 2013-11-25,7.5,5,62,12.6,4.72,69053,월,13.57579725,2015.98,0,0,23,-0.1,10.2,996.5,5.2,1.3,15.77025604,1000,13.57579725
 2013-11-26,3.5,2.4,60,0.3,8.35,69943,화,13.57579725,2022.64,0,0,27,-2.4,5.8,1006.1,2.2,1.3,15.97351336,1000,13.57579725
 2013-11-27,1.8,2.8,76,6.7,3.16,71192,수,13.57579725,2028.81,0,0,27,-4.3,4.7,1004.8,1.9,0.9,16.25875875,1000,13.57579725
 2013-11-28,-1.3,2.4,67,1.3,8.97,72686,목,13.57579725,2045.77,0,0,43,-6.4,-0.9,1009.9,-1.4,1.7,16.599957,1000,13.57579725
 2013-11-29,1.1,2.2,67,0.5,10.14,72472,금,13.57579725,2044.87,0,0,44,-5.4,4.8,1009.6,-0.6,2.1,16.55108389,1000,13.57579725
 2013-11-30,3.9,1.6,72,0,9.05,62184,토,13.57579725,2092.09,0,1,50,-1.1,10.6,1009.8,2.9,1.8,14.2015206,1000,13.57579725
 2013-12-01,4.5,1.7,72,0,8.73,57856,일,13.68649335,2092.09,0,1,53,1.4,8.6,1010.7,3.2,1.8,13.21309622,1000,13.68649335
 2013-12-02,4,1.7,68,0,7.49,69941,월,13.68649335,2030.78,0,0,68,0.1,6.6,1010.7,2.6,0.7,15.97305661,1000,13.68649335
 2013-12-03,5,1.4,68,0,8.48,69642,화,13.68649335,2009.36,0,0,82,4.5,9.9,1009.7,5,1.4,15.90477128,1000,13.68649335
 2013-12-04,4.6,1.3,74,0,8.15,70241,수,13.68649335,1986.8,0,0,121,2.1,9.6,1010.2,3.5,0.9,16.04157031,1000,13.68649335
 2013-12-05,5.4,1.4,76,0,4.87,69964,목,13.68649335,1984.77,0,0,142,2.1,9,1008.1,5.3,1.3,15.97830932,1000,13.68649335
 2013-12-06,4.2,2.1,54,0,10.16,69939,금,13.68649335,1980.41,0,0,32,-0.7,7,1009.6,2.1,2.3,15.97259985,1000,13.68649335
 2013-12-07,3.9,1.4,64,0,8.25,61430,토,13.68649335,2092.09,0,1,41,3.8,11,1011.9,5.2,1.8,14.02932282,1000,13.68649335
 2013-12-08,4.5,1.2,72,0,7.64,57802,일,13.68649335,2092.09,0,1,59,2.5,6.5,1012.2,3,0.3,13.20076376,1000,13.68649335
 2013-12-09,5.8,2.1,81,8.5,0.98,71012,월,13.68649335,2000.38,0,0,46,1.9,5.2,1000.3,3.9,2,16.21765053,1000,13.68649335
 2013-12-10,3,3.1,62,1.2,6.97,70932,화,13.68649335,1993.45,0,0,49,-2.2,3.5,1003.8,0.7,1.2,16.19938021,1000,13.68649335
 2013-12-11,0.9,3.3,66,2.2,5.48,71706,수,13.68649335,1977.97,0,0,33,-4.3,0.2,1002.9,0.1,1.6,16.37614556,1000,13.68649335
 2013-12-12,1,2.7,65,3.1,6.3,72898,목,13.68649335,1967.93,0,0,32,-6.3,0.3,1006.4,-0.4,0.8,16.64837335,1000,13.68649335
 2013-12-13,-2.4,3,59,0.3,8.22,73917,금,13.68649335,1962.91,0,0,39,-8.9,-4.3,1012.9,-0.1,1.4,16.88109156,1000,13.68649335
 2013-12-14,-0.5,2.3,65,0.3,7.79,64733,토,13.68649335,2092.09,0,1,32,-8.5,-1.4,1016,-0.3,0.6,14.7836587,1000,13.68649335
 2013-12-15,-1.2,2.2,54,0,9.42,60957,일,13.68649335,2092.09,0,1,35,-8,0.7,1020.9,-0.7,1.8,13.92129955,1000,13.68649335
 2013-12-16,-1.3,1.1,59,0,5.35,75681,월,13.68649335,1961.15,0,0,64,-7.3,0.5,1019.1,-0.8,1,17.28395214,1000,13.68649335
 2013-12-17,2,1.5,66,1.7,5.27,75108,화,13.68649335,1965.74,0,0,70,-5.5,4.7,1016.3,-0.6,1.4,17.15309097,1000,13.68649335
 2013-12-18,4.2,2.1,71,0.4,6.86,72991,수,13.68649335,1974.63,0,0,41,-0.9,6.5,1011.9,-0.1,1.1,16.6696126,1000,13.68649335
 2013-12-19,-0.2,3.5,65,1.2,6.59,74118,목,13.68649335,1975.65,0,0,41,-6.5,-0.9,1009.9,0,1.6,16.92699575,1000,13.68649335
 2013-12-20,-0.9,3.2,68,1.2,5.86,74935,금,13.68649335,1983.35,0,0,97,-8.1,-0.1,1011.7,-0.9,1,17.1135814,1000,13.68649335
 2013-12-21,-0.4,2.2,67,0.1,8.83,65438,토,13.68649335,2092.09,0,1,94,-6.3,0.9,1016.4,-1.8,1.4,14.94466591,1000,13.68649335
 2013-12-22,-0.8,1.5,65,0,8.54,61367,일,13.68649335,2092.09,0,1,53,-6.8,3.1,1018.5,-1.7,1.9,14.01493494,1000,13.68649335
 2013-12-23,0.3,2,62,0,8.69,73629,월,13.68649335,1996.89,0,0,45,-3.7,2.3,1016.9,-0.8,1.5,16.81531841,1000,13.68649335
 2013-12-24,-0.4,1.4,64,0.1,9.52,74501,화,13.68649335,2001.59,0,0,80,-5.9,4,1019.4,-1.7,1.2,17.01446491,1000,13.68649335
 2013-12-25,0.8,1.1,69,0,7.98,63668,수,13.68649335,2092.09,1,0,97,-4.4,3.7,1016.9,-1.2,1.2,14.54043505,1000,13.68649335
 2013-12-26,1.6,2.2,69,0.3,3.46,73961,목,13.68649335,1999.3,0,0,79,-4,2.7,1009.5,-0.4,0.5,16.89114024,1000,13.68649335
 2013-12-27,-2.4,3.7,53,0,8.57,74675,금,13.68649335,2002.28,0,0,55,-9.3,-3.7,1010.9,-3,1.7,17.05420286,1000,13.68649335
 2013-12-28,-3.9,2.5,55,0.1,8.41,65478,토,13.68649335,2092.09,0,1,22,-9.8,-2.7,1010.9,-4.1,1.6,14.95380107,1000,13.68649335
 2013-12-29,-1.7,2.1,64,0.3,8.4,61896,일,13.68649335,2092.09,0,1,36,-8,1.6,1009.9,-2.7,1.4,14.13574744,1000,13.68649335
 2013-12-30,2.8,2.3,61,0,6.35,71415,월,13.68649335,2011.34,0,0,92,-1.9,6.3,1005.1,-0.9,1.4,16.30968727,1000,13.68649335
 2013-12-31,4.1,2.5,60,0,8.31,67916,화,13.68649335,2092.09,0,0,118,0.5,8,1001.6,-0.1,2,15.5105891,1000,13.68649335
 2014-01-01,4.8,3,51,0,8.49,57526,수,14.56189579,2092.09,1,0,113,0.3,7.9,1003.6,0.8,1.8,12.82376697,996,14.6203773
 2014-01-02,2.6,1.6,49,0,9.32,68868,목,14.56189579,1967.19,0,0,59,-1.3,6.2,1010.4,0,2,15.35213962,996,14.6203773
 2014-01-03,2.6,1.2,54,0,6.45,71195,금,14.56189579,1946.14,0,0,67,-1.1,7.3,1006.9,0.1,1.4,15.87087733,996,14.6203773
 2014-01-04,1.5,1.7,63,1.2,8.83,62599,토,14.56189579,2092.09,0,1,51,-3.7,5.6,1008.8,-0.2,1.9,13.9546464,1003,14.51834077
 2014-01-05,0.7,1.6,62,0.1,8.51,59580,일,14.56189579,2092.09,0,1,49,-4.3,3.8,1013.1,-0.7,1.7,13.28164719,1014,14.36084397
 2014-01-06,0.2,1.1,59,0,8.88,72948,월,14.56189579,1953.28,0,0,78,-3.7,6.4,1017.3,-0.5,1.6,16.26165826,1001,14.54734844
 2014-01-07,1.9,1.1,60,0,5.89,73338,화,14.56189579,1959.44,0,0,101,0.3,5.5,1014.6,0.5,0.8,16.34859754,996,14.6203773
 2014-01-08,2.1,2.4,65,1.8,3.45,73029,수,14.56189579,1958.96,0,0,78,-5.7,4,1010.9,1.3,1.8,16.27971488,996,14.6203773
 2014-01-09,-4.4,3.6,34,0,10.64,75555,목,14.56189579,1946.11,0,0,24,-10.4,-4.3,1017.9,-4,1.8,16.84281392,996,14.6203773
 2014-01-10,-3.7,1.8,56,0,8.05,76389,금,14.56189579,1938.54,0,0,43,-9.3,-0.9,1020.6,-3.1,1.3,17.02873023,996,14.6203773
 2014-01-11,-0.8,1.6,58,0,8.41,65783,토,14.56189579,2092.09,0,1,67,-5.4,2.4,1020.4,-2.1,1.8,14.66442761,1003,14.51834077
 2014-01-12,-0.4,2.3,56,0,6.85,62125,일,14.56189579,2092.09,0,1,68,-7.7,2.5,1017.6,-2,1.8,13.84898173,1014,14.36084397
 2014-01-13,-3.9,2.3,38,0,11.42,76173,월,14.56189579,1948.92,0,0,30,-10.5,-1.6,1021.8,-5,2.3,16.98057924,1001,14.54734844
 2014-01-14,-3.4,1.8,43,0,10.55,76442,화,14.56189579,1946.07,0,0,46,-8.9,1.1,1022.2,-4.2,2,17.04054505,996,14.6203773
 2014-01-15,-2.3,1.8,50,0,10.64,75939,수,14.56189579,1953.28,0,0,60,-7.6,2.2,1021.7,-3.6,1.7,16.92841567,996,14.6203773
 2014-01-16,-0.9,1.5,62,0,7.25,75473,목,14.56189579,1957.32,0,0,116,-4,3.6,1018.1,-0.9,0.7,16.82453438,996,14.6203773
 2014-01-17,-0.1,1.2,64,0,7.5,75359,금,14.56189579,1944.48,0,0,122,-3.7,3.8,1015.9,-1.4,1.3,16.79912136,996,14.6203773
 2014-01-18,-0.6,2.9,53,0,8.32,66275,토,14.56189579,2092.09,0,1,61,-4.9,0.8,1016.9,-2,1.9,14.77410486,1003,14.51834077
 2014-01-19,-1.7,1.4,49,0,10.15,62682,일,14.56189579,2092.09,0,1,55,-7.4,2.4,1017.7,-2.7,1,13.97314886,1014,14.36084397
 2014-01-20,1,2.4,69,1.5,4.73,75282,월,14.56189579,1953.78,0,0,85,-4.2,1.9,1008.6,-0.2,1,16.78195642,1001,14.54734844
 2014-01-21,-2.9,3,66,1.4,6.15,76751,화,14.56189579,1963.89,0,0,106,-7.2,-3.1,1014.5,-0.5,1,17.10942772,996,14.6203773
 2014-01-22,-2.7,2,60,0,10.59,76306,수,14.56189579,1970.42,0,0,95,-9.5,1.6,1018,-1.5,0.9,17.01022777,996,14.6203773
 2014-01-23,-1,1.3,62,0,11.15,75362,목,14.56189579,1947.59,0,0,65,-5.2,4.1,1015.7,-1.3,0.7,16.79979012,996,14.6203773
 2014-01-24,4,1.9,66,0,6.54,73391,금,14.56189579,1940.56,0,0,86,-1.1,5.7,1010.3,0.2,0.5,16.36041237,996,14.6203773
 2014-01-25,6.2,2.1,79,1.9,2.09,64359,토,14.56189579,2092.09,0,1,66,-0.4,6.3,1006.2,1.6,0.3,14.34698777,1003,14.51834077
 2014-01-26,0.4,2.5,56,0.2,11.55,61182,일,14.56189579,2092.09,0,1,40,-5.3,2.3,1016.9,0,1.8,13.63876701,1014,14.36084397
 2014-01-27,0.7,1.7,56,0,11.26,73444,월,14.56189579,1910.34,0,0,54,-5.4,6,1013.4,-0.4,1.3,16.37222719,1001,14.54734844
 2014-01-28,3,2.2,57,0.1,9.73,71539,화,14.56189579,1916.93,0,0,40,-3,4.6,1013.8,1.2,2.7,15.94756224,996,14.6203773
 2014-01-29,3,1.4,51,0.7,11.52,69659,수,14.56189579,1941.15,0,0,54,-5.3,8.2,1011.1,0,2,15.52847032,996,14.6203773
 2014-01-30,6.1,2.3,73,1.1,3.54,56440,목,14.56189579,2092.09,1,0,50,-1,6.5,1005.4,1.9,0.8,12.58167451,996,14.6203773
 2014-01-31,3.1,1.4,51,0,10.95,51068,금,14.56189579,2092.09,1,0,32,-4.3,7,1013,0.4,2.3,11.38414163,996,14.6203773
 2014-02-01,7.5,1.7,69,6,4.5,51521,토,15.9382006,2092.09,1,1,37,3.7,6,1005,1.3,0.1,11.48512495,1001,15.92227832
 2014-02-02,8.9,1.9,84,0.4,4.56,53374,일,15.9382006,2092.09,0,1,32,2.8,6.5,1000,3.8,0.5,11.898198,1022,15.59510822
 2014-02-03,1.8,3.6,50,0,8.32,68620,월,15.9382006,1919.96,0,0,59,-8.2,2.8,1007,-0.1,2,15.29685515,1000,15.9382006
 2014-02-04,-4.9,3.7,35,0,13.4,75443,화,15.9382006,1886.85,0,0,36,-10.5,-3.7,1014.6,-3,2.6,16.81784674,994,16.03440704
 2014-02-05,-3.8,1.7,40,0,10.04,77295,수,15.9382006,1891.32,0,0,44,-8.9,0.3,1018.1,-2,2.4,17.23069687,994,16.03440704
 2014-02-06,-0.5,1.7,52,0.3,8.39,76274,목,15.9382006,1907.89,0,0,51,-5.2,4.5,1015.5,-0.4,2,17.00309429,994,16.03440704
 2014-02-07,2.6,2.6,66,2.8,6.09,74297,금,15.9382006,1922.5,0,0,29,-2,7.6,1010,0.6,2.6,16.562379,994,16.03440704
 2014-02-08,2.2,2.3,81,3.2,4.36,65220,토,15.9382006,2092.09,0,1,17,-1.5,2.5,1006.8,0.8,0.5,14.53892295,1001,15.92227832
 2014-02-09,0.4,2.5,76,3.2,6.03,60604,일,15.9382006,2092.09,0,1,22,-3.4,0.7,1010.8,0.1,0.9,13.50991853,1022,15.59510822
 2014-02-10,0.1,2.4,72,2.2,7.87,74404,월,15.9382006,1923.3,0,0,37,-2.9,4.4,1015.1,0.2,1.1,16.58623158,1000,15.9382006
 2014-02-11,0.1,2.1,63,0.6,12.62,73982,화,15.9382006,1932.06,0,0,30,-3.8,5.2,1015.9,0.9,2.2,16.49215882,994,16.03440704
 2014-02-12,0.9,1.7,65,0.4,10.64,73302,수,15.9382006,1935.84,0,0,34,-2,5.1,1017.8,0.6,1.4,16.34057238,994,16.03440704
 2014-02-13,1.6,2,68,2.1,8.61,73371,목,15.9382006,1926.96,0,0,37,-2.1,6.5,1019.6,1.6,2.4,16.35595394,994,16.03440704
 2014-02-14,1.9,2.3,63,0.2,8.59,72398,금,15.9382006,1940.28,0,0,31,-0.7,7.6,1017.4,2,1.7,16.13905158,994,16.03440704
 2014-02-15,1.7,1.6,62,0,14.2,62944,토,15.9382006,2092.09,0,1,39,-1.9,8.5,1016.5,3.1,2.3,14.03155422,1001,15.92227832
 2014-02-16,2.7,1.2,62,0,9.83,58797,일,15.9382006,2092.09,0,1,65,-1.1,8.1,1017.8,2.9,1.8,13.10709986,1022,15.59510822
 2014-02-17,4.1,2,66,2.5,6.31,70900,월,15.9382006,1946.36,0,0,77,0.9,8.5,1016.5,2.9,2.1,15.80511557,1000,15.9382006
 2014-02-18,2.4,2.8,61,0.5,7.97,71120,화,15.9382006,1946.91,0,0,32,0.3,5.4,1016.3,2.5,2,15.85415824,994,16.03440704
 2014-02-19,1.6,1.8,60,0.1,10.67,71872,수,15.9382006,1942.93,0,0,36,-1.9,6.7,1015.7,2.5,2,16.02179501,994,16.03440704
 2014-02-20,1.5,1.8,64,0,12.15,71641,목,15.9382006,1930.57,0,0,76,-1.2,5.5,1016.5,2.9,2.4,15.9703002,994,16.03440704
 2014-02-21,1.1,1.7,57,0,14.67,71428,금,15.9382006,1957.83,0,0,83,-4,6.9,1019.5,2.9,3,15.92281798,994,16.03440704
 2014-02-22,1.8,1.4,61,0,13.24,62750,토,15.9382006,2092.09,0,1,94,-2.1,7.4,1020.5,2.6,2.7,13.9883075,1001,15.92227832
 2014-02-23,2.9,1.3,62,0,12.21,58631,일,15.9382006,2092.09,0,1,106,-1.8,8.5,1020.2,3.1,1.9,13.07009494,1022,15.59510822
 2014-02-24,4.2,1.3,61,0,12.15,69972,월,15.9382006,1949.05,0,0,159,-0.3,9.3,1018.8,3.6,2.2,15.59824466,1000,15.9382006
 2014-02-25,5.6,1.3,61,0,12.42,69583,화,15.9382006,1964.86,0,0,181,0.6,12.3,1017.9,5,2.4,15.5115283,994,16.03440704
 2014-02-26,6.2,1.4,72,4.1,7.22,69420,수,15.9382006,1970.77,0,0,137,1.4,16.4,1013.6,5.8,2.8,15.47519214,994,16.03440704
 2014-02-27,8.6,1.9,68,0.2,12.62,67342,목,15.9382006,1978.43,0,0,105,3.8,13.1,1010,6.7,2.6,15.01196181,994,16.03440704
 2014-02-28,7.1,1.9,68,0.1,9.23,67179,금,15.9382006,1979.99,0,0,105,1.3,12.3,1011,5.9,1.9,14.97562565,994,16.03440704
 2014-03-01,6.6,1.5,76,2.1,5.53,58850,토,12.59500011,2092.09,1,1,86,3.3,9.4,1008,6.8,2.2,13.11891469,1021,12.33594526
 2014-03-02,5,2.5,59,0.6,15.01,56807,일,12.59500011,2092.09,0,1,30,-0.2,10.1,1011,5.6,3.9,12.6634866,1031,12.21629497
 2014-03-03,4.3,1.6,52,0,16.57,68575,월,12.59500011,1964.69,0,0,57,-1,11.9,1016,5,4.2,15.2868237,985,12.78680214
 2014-03-04,5.1,1.5,57,0.2,10.48,69932,화,12.59500011,1954.11,0,0,80,2.2,12.3,1011.8,6,3.4,15.58932781,988,12.74797582
 2014-03-05,3.1,3.7,45,0.7,16.41,70162,수,12.59500011,1971.24,0,0,36,-1.4,5.3,1013,4.4,4.1,15.6405997,988,12.74797582
 2014-03-06,1.4,2.7,39,0,15.19,71384,목,12.59500011,1975.62,0,0,32,-3,5,1016.5,1.5,3.5,15.91300945,988,12.74797582
 2014-03-07,1.3,3,35,0,18.09,72167,금,12.59500011,1974.68,0,0,30,-4.6,4.3,1019.1,3.4,2.9,16.08755677,988,12.74797582
 2014-03-08,2.4,2.1,46,0,13.68,63537,토,12.59500011,2092.09,0,1,40,-2.2,7,1014.1,3.6,2,14.16374651,1021,12.33594526
 2014-03-09,2.5,3,52,1.3,12.78,58998,일,12.59500011,2092.09,0,1,39,-1.6,4.8,1010.4,4.2,3.8,13.15190703,1031,12.21629497
 2014-03-10,2,2.3,45,0,18.63,71629,월,12.59500011,1954.42,0,0,38,-3.6,7.7,1015.8,4.2,3.5,15.96762515,985,12.78680214
 2014-03-11,5,2,48,0,15.59,70922,화,12.59500011,1963.87,0,0,56,-0.9,9.4,1015.2,3.8,2.6,15.81001984,988,12.74797582
 2014-03-12,5.8,1.5,79,23,3.06,70836,수,12.59500011,1932.54,0,0,46,4,9.5,1006.9,6.5,0.8,15.79084861,988,12.74797582
 2014-03-13,4.2,3,80,8.8,4.47,70934,목,12.59500011,1934.38,0,0,55,1.6,8.3,1003.6,5.1,2,15.81269489,988,12.74797582
 2014-03-14,3.3,2.1,66,0.3,14.6,68928,금,12.59500011,1919.9,0,0,59,-1.5,8.5,1008.5,5,3.5,15.36551489,988,12.74797582
 2014-03-15,6.9,2.6,59,0,16.69,61734,토,12.59500011,2092.09,0,1,91,0.1,13.4,1008.4,7.6,3.4,13.76181953,1021,12.33594526
 2014-03-16,10.6,2.2,62,0,16.24,55703,일,12.59500011,2092.09,0,1,98,5.7,18.5,1010,12.2,3.7,12.41738156,1031,12.21629497
 2014-03-17,12.4,2.5,71,1.3,15.17,65809,월,12.59500011,1927.53,0,0,68,6.9,19.4,1006.7,12.3,2.3,14.67022356,985,12.78680214
 2014-03-18,12.6,3.1,67,0.5,13.78,65543,화,12.59500011,1940.21,0,0,113,7.7,16,1004.8,13.5,3.3,14.61092651,988,12.74797582
 2014-03-19,9,2,64,0.1,7.53,66737,수,12.59500011,1937.68,0,0,104,7.4,12.3,1006.3,10.3,2.1,14.87709447,988,12.74797582
 2014-03-20,6.4,3,69,2.7,11.32,67400,목,12.59500011,1919.52,0,0,66,2.8,10.3,1003.7,8.1,1.9,15.02489125,988,12.74797582
