일시,평균기온(℃),평균풍속(m/s),평균습도(%rh),평균일강수량(mm),일사합,최대전력(MW),요일,전력사용량(kwh),코스피,공휴일/국경일,평일/주말,미세먼지,최저기온(℃),최고기온(℃),평균 현지기압(hPa),평균지면온도(℃),합계 소형증발량(mm),전력,소비계수,평균전력사용량
 2012-06-17,23.2,1.7,67,0,24.78,53298,일,13.93458445,2092.09,0,1,46,18.1,29.8,1000.4,32.1,10.4,12.49422064,1000,13.93458445
 2012-06-18,22.2,1.5,73,3.3,15.58,66205,월,13.93458445,1891.71,0,0,51,20.1,30.2,997.7,31.5,9.2,15.51990464,1000,13.93458445
 2012-06-19,22.9,2.1,71,7.2,21.17,66982,화,13.93458445,1891.77,0,0,47,20.9,33.5,990.5,32.1,11,15.70205049,1000,13.93458445
 2012-06-20,22.6,1.9,72,0.2,21.41,67009,수,13.93458445,1904.12,0,0,36,21.3,31.3,994.3,32.7,10.5,15.70837989,1000,13.93458445
 2012-06-21,23.5,1.8,70,0.1,23.86,66934,목,13.93458445,1889.15,0,0,62,21.3,32.4,996.4,31.5,10.2,15.69079824,1000,13.93458445
 2012-06-22,23.1,1.7,72,0.1,19.98,66429,금,13.93458445,1847.39,0,0,48,21.3,29.3,999.1,30.6,8.4,15.57241516,1000,13.93458445
 2012-06-23,23.8,1.6,71,1,20.27,60035,토,13.93458445,2092.09,0,1,37,21.5,31.7,997.7,32.4,10.1,14.07352127,1000,13.93458445
 2012-06-24,23.3,2.2,69,0.8,12.68,54183,일,13.93458445,2092.09,0,1,62,23.6,32.8,995.6,32,11,12.70168406,1000,13.93458445
 2012-06-25,22.7,2.9,60,0,20.71,66791,월,13.93458445,1825.38,0,0,35,22.2,33.2,999.1,33.7,12.6,15.6572759,1000,13.93458445
 2012-06-26,21.7,3.1,63,0.4,17.22,65382,화,13.93458445,1817.81,0,0,23,20.6,30.8,1002.1,32.2,9.3,15.32697539,1000,13.93458445
 2012-06-27,21.4,2.7,68,0.2,16.31,65558,수,13.93458445,1817.65,0,0,22,19.3,31,1002.5,32.5,9.5,15.36823365,1000,13.93458445
 2012-06-28,22.8,2,68,0,18.04,65842,목,13.93458445,1819.18,0,0,29,20.9,29.6,1002.1,29.1,7.3,15.43480948,1000,13.93458445
 2012-06-29,23.5,2,73,4.6,17.78,67390,금,13.93458445,1854.01,0,0,48,22,31,998.2,31.3,1.8,15.79769465,1000,13.93458445
 2012-06-30,23.3,2.8,89,37.4,3.72,59230,토,13.93458445,2092.09,0,1,21,20.2,23.7,991.5,23.4,1.9,13.8848116,1000,13.93458445
 2012-07-01,23.4,2,79,0.5,15.56,53160,일,14.17957479,2092.09,0,1,57,19.2,25.4,995.3,22.3,5.4,12.46187042,1000,14.17957479
 2012-07-02,24,1.7,73,0.1,20.19,65642,월,14.17957479,1851.65,0,0,41,21.7,29.8,993,25.6,5.9,15.38792509,1000,14.17957479
 2012-07-03,24.6,1.9,77,1.1,16.73,66433,화,14.17957479,1867.82,0,0,28,19.7,25.7,990.5,24.2,2.5,15.57335285,1000,14.17957479
 2012-07-04,25.4,2.1,76,0.3,15.26,67858,수,14.17957479,1874.45,0,0,72,22.6,27.4,993.8,26,2.3,15.90740411,1000,14.17957479
 2012-07-05,23.9,1.7,88,25.2,5.46,66378,목,14.17957479,1875.49,0,0,38,20.9,24.6,995.3,23.4,0.5,15.56045964,1000,14.17957479
 2012-07-06,23.2,2.7,89,64,3.44,65582,금,14.17957479,1858.2,0,0,25,19.9,21.8,989,21.8,1.5,15.37385978,1000,14.17957479
 2012-07-07,23,1.9,77,2.1,21.68,57899,토,14.17957479,2092.09,0,1,29,18.5,31,993.8,26.2,6.4,13.572796,1000,14.17957479
 2012-07-08,24,1.5,75,0,25.13,54057,일,14.17957479,2092.09,0,1,37,21.4,30.7,996,28.2,7.5,12.6721469,1000,14.17957479
 2012-07-09,24.9,1.4,76,0,20.18,68751,월,14.17957479,1836.13,0,0,45,21.9,32.3,996.4,29.4,5,16.11674291,1000,14.17957479
 2012-07-10,24,2.2,78,6.4,11.48,67961,화,14.17957479,1829.45,0,0,56,21.7,29.1,992.1,25.9,2.8,15.93154957,1000,14.17957479
 2012-07-11,24.1,2.3,89,33.2,6.45,67862,수,14.17957479,1826.39,0,0,30,21,26.5,986.1,24.1,2.6,15.9083418,1000,14.17957479
 2012-07-12,25,1.6,80,0.8,14.82,67740,목,14.17957479,1785.39,0,0,50,21.1,28.5,990.1,25.7,2.1,15.87974233,1000,14.17957479
 2012-07-13,24.8,1.7,85,23.6,13.34,68543,금,14.17957479,1812.89,0,0,45,21.8,29.3,989.7,27.1,4.6,16.06798314,1000,14.17957479
 2012-07-14,23.3,1.8,89,25.1,6.21,59922,토,14.17957479,2092.09,0,1,25,20.4,26.2,991.8,24.5,2,14.04703159,1000,14.17957479
 2012-07-15,22.4,2.6,90,48.2,5.15,53714,일,14.17957479,2092.09,0,1,16,19.1,20.5,991.5,21.1,0.7,12.59174017,1000,14.17957479
 2012-07-16,23,1.5,83,0.6,11.95,64442,월,14.17957479,1817.79,0,0,22,19,25,999.6,23.9,2.2,15.10661876,1000,14.17957479
 2012-07-17,23.5,1.5,87,8,8.26,66197,화,14.17957479,1821.96,0,0,30,21.6,29,1002.1,25.8,3.9,15.51802927,1000,14.17957479
 2012-07-18,25.4,2.3,84,14.1,9.64,68952,수,14.17957479,1794.91,0,0,29,24.7,28.4,999.1,26.6,1,16.16386172,1000,14.17957479
 2012-07-19,25.6,3.3,84,27.9,10.96,67871,목,14.17957479,1822.96,0,0,21,22.4,26.5,993.6,26.1,2.1,15.9104516,1000,14.17957479
 2012-07-20,26.1,1.7,79,0.2,19.79,69021,금,14.17957479,1822.93,0,0,32,22.1,29.7,999.2,27.6,5,16.18003683,1000,14.17957479
 2012-07-21,26.1,1.4,79,0.1,18.81,62512,토,14.17957479,2092.09,0,1,55,24.1,31.4,999.9,27.9,6,14.65418441,1000,14.17957479
 2012-07-22,25.6,1.8,83,3.9,14.06,57900,일,14.17957479,2092.09,0,1,41,23.7,30.4,998.7,27.3,5,13.57303042,1000,14.17957479
 2012-07-23,27.3,2,79,0.7,15.36,72595,월,14.17957479,1789.44,0,0,26,25.6,30.5,999.5,27.8,3.8,17.01786085,1000,14.17957479
 2012-07-24,28,1.7,75,0,21.72,72913,화,14.17957479,1793.93,0,0,30,25.5,32.1,1003.5,29.7,4.3,17.09240703,1000,14.17957479
 2012-07-25,28,1.6,74,0,23.1,72784,수,14.17957479,1769.31,0,0,24,24.2,32.1,1003.9,30.3,5.6,17.0621666,1000,14.17957479
 2012-07-26,27.9,1.6,72,0,24.62,72630,목,14.17957479,1782.47,0,0,27,24.3,32.6,1000.7,31.5,6.9,17.02606562,1000,14.17957479
 2012-07-27,28,1.8,73,0,22.1,72704,금,14.17957479,1829.16,0,0,39,24.9,32.3,999.8,31.1,6.8,17.04341284,1000,14.17957479
 2012-07-28,28.2,1.7,73,0,23.29,64680,토,14.17957479,2092.09,0,1,34,25.2,33.2,1000,31.6,7.1,15.16241118,1000,14.17957479
 2012-07-29,28.7,2,73,0,22.38,60779,일,14.17957479,2092.09,0,1,23,26.2,33.2,996.8,32,6.1,14.24793119,1000,14.17957479
 2012-07-30,28.8,2.1,72,1.2,19.45,69856,월,14.17957479,1843.79,0,0,25,23,31.6,996,29.8,4.4,16.37577915,1000,14.17957479
 2012-07-31,28.9,1.6,72,0.1,20.68,70763,화,14.17957479,1881.99,0,0,27,26.6,33,997.8,30.4,6.8,16.58839985,1000,14.17957479
 2012-08-01,29.4,2.3,67,0,22.85,68525,수,17.80906899,1879.93,0,0,38,25.9,35.3,997.7,31.3,7.5,16.06376355,1000,17.80906899
 2012-08-02,28.8,2.9,68,0.3,17.67,67314,목,17.80906899,1869.4,0,0,24,26.8,35.5,999.4,31.5,7.5,15.77987858,1000,17.80906899
 2012-08-03,28.8,2.5,69,0,21.71,66851,금,17.80906899,1848.68,0,0,22,27.1,35.4,1000.9,33.5,10,15.67134122,1000,17.80906899
 2012-08-04,28.8,1.9,69,0,22.03,62279,토,17.80906899,2092.09,0,1,28,28.2,36.2,1000.5,34.8,8.3,14.5995641,1000,17.80906899
 2012-08-05,29.2,1.8,68,0,24.2,63236,일,17.80906899,2092.09,0,1,26,27.5,36.7,997.7,34.7,12.5,14.8239059,1000,17.80906899
 2012-08-06,29,2,69,1.2,20.7,74291,월,17.80906899,1885.88,0,0,32,27.8,35.8,996.2,33.5,11,17.41544046,1000,17.80906899
 2012-08-07,28.2,2.2,66,0.2,20.92,73653,화,17.80906899,1886.8,0,0,25,26.6,35,998,34.3,10.5,17.26587927,1000,17.80906899
 2012-08-08,27,2,67,0,22.21,72497,수,17.80906899,1903.23,0,0,34,25.6,34.3,997.4,33.6,13,16.9948875,1000,17.80906899
 2012-08-09,27.2,1.5,73,0.2,17.77,72940,목,17.80906899,1940.59,0,0,0,26.6,34.6,996.1,34.3,9.1,17.09873642,1000,17.80906899
 2012-08-10,25.3,1.3,83,8,7.4,70288,금,17.80906899,1946.4,0,0,35,25.7,29,996.4,29.3,6.8,16.47704943,1000,17.80906899
 2012-08-11,26.9,1.5,75,0.8,18.09,63524,토,17.80906899,2092.09,0,1,36,24,31.8,997,30.1,5.1,14.89141942,1000,17.80906899
 2012-08-12,26.2,1.5,85,26.8,9.81,57960,일,17.80906899,2092.09,0,1,35,22.3,27.9,994.3,27.1,0.3,13.58709574,1000,17.80906899
 2012-08-13,25.5,1.9,86,35,10.48,69090,월,17.80906899,1932.44,0,0,19,22.1,32.1,993.5,27.6,6.8,16.19621195,1000,17.80906899
 2012-08-14,25.4,2,81,6.2,13.86,69018,화,17.80906899,1956.96,0,0,27,23.2,31.2,997.9,27.1,6.9,16.17933357,1000,17.80906899
 2012-08-15,26.5,2.9,83,42.8,6.58,62387,수,17.80906899,2092.09,1,0,17,22.4,27.1,994.9,24.4,0.5,14.62488167,1000,17.80906899
 2012-08-16,25.6,1.5,87,21.1,10.52,69481,목,17.80906899,1957.91,0,0,36,22.7,28.9,1000.8,26.5,3.3,16.28787093,1000,17.80906899
 2012-08-17,26.9,1.5,83,2.7,16.14,71135,금,17.80906899,1946.54,0,0,30,24.3,32.2,1001.8,28.2,2.9,16.67560482,1000,17.80906899
 2012-08-18,27.6,1.6,84,2.6,13.32,63768,토,17.80906899,2092.09,0,1,33,25.8,28.6,1000.2,26.9,2.9,14.94861837,1000,17.80906899
 2012-08-19,28.2,2.4,79,1.5,14.01,59360,일,17.80906899,2092.09,0,1,22,26.3,30.8,997.5,27.5,4.5,13.91528645,1000,17.80906899
 2012-08-20,26.8,2.2,84,17.7,6.5,71059,월,17.80906899,1946.31,0,0,20,24,27.1,997.5,25.7,0.3,16.65778875,1000,17.80906899
 2012-08-21,26.7,1.8,82,17.4,14.18,70992,화,17.80906899,1943.22,0,0,21,23.5,28.7,999.1,26.3,0.5,16.64208248,1000,17.80906899
 2012-08-22,23.6,1.7,89,29.4,5.57,66037,수,17.80906899,1935.19,0,0,25,20.3,24.6,1000.8,24.2,4.1,15.48052176,1000,17.80906899
 2012-08-23,22.4,2,88,38.5,6.41,64960,목,17.80906899,1942.54,0,0,27,20.5,25.7,1004.9,23.7,8.1,15.22804933,1000,17.80906899
 2012-08-24,22.4,2.4,88,40.8,5.72,63708,금,17.80906899,1919.81,0,0,23,21.1,26.1,1005,23.2,2.3,14.93455306,1000,17.80906899
 2012-08-25,25.6,1.7,82,3.4,14.92,60599,토,17.80906899,2092.09,0,1,24,21.5,28.9,1004.2,25.2,2.7,14.20573524,1000,17.80906899
 2012-08-26,27,1.7,77,0,18.85,58068,일,17.80906899,2092.09,0,1,29,24.1,32.4,1002.4,27.8,3.6,13.61241331,1000,17.80906899
 2012-08-27,27.1,3.1,73,1.9,13.72,71046,월,17.80906899,1917.87,0,0,24,24.5,32.9,999.4,28.2,4.9,16.65474126,1000,17.80906899
 2012-08-28,25.9,6.8,78,38.3,3.95,65715,화,17.80906899,1916.33,0,0,17,21.8,29.4,983.6,24.3,1.8,15.40503789,1000,17.80906899
 2012-08-29,26.2,2.7,76,2.6,15.36,68780,수,17.80906899,1928.54,0,0,47,21.7,29.1,998.3,25.9,4.1,16.12354114,1000,17.80906899
 2012-08-30,22.3,3.2,88,67.5,2.7,65840,목,17.80906899,1906.38,0,0,40,18.7,24.7,999.3,22,0.3,15.43434064,1000,17.80906899
 2012-08-31,22.6,2,74,1.7,18.87,64788,금,17.80906899,1905.12,0,0,38,18.7,28.4,1002.8,24.6,4.1,15.18772875,1000,17.80906899
 2012-09-01,22.9,1.4,80,0.5,16.17,58196,토,15.32664702,2092.09,0,1,55,22.3,29.4,1003.2,27.8,3.8,13.64241931,1000,15.32664702
 2012-09-02,23.3,1.3,80,0.3,16.52,54602,일,15.32664702,2092.09,0,1,29,20.8,29.5,1002.6,27.5,9.9,12.79990686,1000,15.32664702
 2012-09-03,23.7,1.4,79,0.1,16.39,67693,월,15.32664702,1912.71,0,0,54,22.2,28.5,1002,26.1,4.5,15.86872449,1000,15.32664702
 2012-09-04,23.1,1.8,86,23.3,8.82,66324,화,15.32664702,1907.13,0,0,39,19.7,24.4,1002.9,22.5,0.2,15.54780086,1000,15.32664702
 2012-09-05,22.8,1.9,76,9.9,18.05,65566,수,15.32664702,1874.03,0,0,21,19.2,26.1,1006.9,24.1,6,15.37010902,1000,15.32664702
 2012-09-06,20.8,1.6,68,0,22.21,64096,목,15.32664702,1881.24,0,0,28,16,27.1,1009.2,23.4,5.3,15.02550877,1000,15.32664702
 2012-09-07,21.9,1.8,75,8.7,17.24,64860,금,15.32664702,1929.58,0,0,38,16.9,27.2,1007.6,24.3,2.6,15.20460713,1000,15.32664702
 2012-09-08,21.9,2.2,79,33.3,12.92,56953,토,15.32664702,2092.09,0,1,18,17.7,23.7,1002.5,21.4,3.5,13.35103284,1000,15.32664702
 2012-09-09,19.9,1.3,85,7.9,8.45,52607,일,15.32664702,2092.09,0,1,24,17.1,25,1004.1,21.5,3.8,12.33223508,1000,15.32664702
 2012-09-10,21,1.6,80,10.4,14.79,63382,월,15.32664702,1924.7,0,0,34,17.8,28.3,1004,24.6,6.5,14.8581315,1000,15.32664702
 2012-09-11,20.9,1.6,74,0,18.61,63690,화,15.32664702,1920,0,0,21,18.1,27.5,1003.9,23.5,5.7,14.93033346,1000,15.32664702
 2012-09-12,21.1,1.3,78,0,12.39,63598,수,15.32664702,1950.03,0,0,31,19.6,24.8,1001.2,21.8,1,14.90876664,1000,15.32664702
 2012-09-13,21.3,1.1,86,5.8,5.04,63730,목,15.32664702,1950.69,0,0,32,18.6,21.1,1000.2,20.8,1,14.93971034,1000,15.32664702
 2012-09-14,19.8,1.5,83,4.3,7.03,61461,금,15.32664702,2007.58,0,0,28,17.3,21.8,1004.6,20.5,5.1,14.40780695,1000,15.32664702
 2012-09-15,19.8,1.7,79,2.9,10.62,55814,토,15.32664702,2092.09,0,1,29,17,25.5,1008.2,21.5,3.9,13.08402625,1000,15.32664702
 2012-09-16,18.8,2.6,88,46.6,3.99,52053,일,15.32664702,2092.09,0,1,22,17.5,22.1,1006,19.1,1.1,12.20236533,1000,15.32664702
 2012-09-17,18.8,4.8,88,95.5,1.61,60517,월,15.32664702,2002.35,0,0,13,16,18.4,991.1,17,0.2,14.18651264,1000,15.32664702
 2012-09-18,20.7,2.2,75,0.1,15.33,61632,화,15.32664702,2004.96,0,0,36,17.7,24.6,993.3,22,3.1,14.44789311,1000,15.32664702
 2012-09-19,19.6,1.9,74,0.3,15.59,61552,수,15.32664702,2007.88,0,0,39,17.7,25.2,998.3,21.1,3.3,14.42913935,1000,15.32664702
 2012-09-20,18.9,1.4,75,0,17.76,61933,목,15.32664702,1990.33,0,0,40,15.6,24.7,1004.9,20.6,3,14.51845411,1000,15.32664702
 2012-09-21,18.7,1.3,78,0,14.53,61504,금,15.32664702,2002.37,0,0,42,17.2,24.3,1005.8,19.4,3.1,14.4178871,1000,15.32664702
 2012-09-22,19.1,1.3,77,0.1,16.68,56074,토,15.32664702,2092.09,0,1,37,15.2,26.4,1003.4,21.5,4.7,13.14497595,1000,15.32664702
 2012-09-23,19.3,1.5,73,0,18.75,52648,일,15.32664702,2092.09,0,1,30,16.4,26.6,1002.1,22.4,4.5,12.34184638,1000,15.32664702
 2012-09-24,19.1,1.6,72,0,18.91,61955,월,15.32664702,2003.44,0,0,25,16.1,27.5,1005,23.6,4.5,14.52361139,1000,15.32664702
 2012-09-25,19.2,1.7,71,0,18.29,61999,화,15.32664702,1991.41,0,0,34,16.9,27.8,1010.4,24.4,5.4,14.53392596,1000,15.32664702
 2012-09-26,18.8,1.5,73,0,13.93,61849,수,15.32664702,1980.44,0,0,41,17.5,25.4,1011.2,22.4,4.3,14.49876267,1000,15.32664702
 2012-09-27,18.8,1.5,77,0,8.61,60988,목,15.32664702,1988.7,0,0,34,17.7,23.6,1008.4,22.2,4.3,14.29692538,1000,15.32664702
 2012-09-28,18.6,1.7,78,1.6,11.12,58686,금,15.32664702,1996.21,0,0,29,15.4,22,1002.2,18.3,1.5,13.75728607,1000,15.32664702
 2012-09-29,16.6,2.3,66,0.1,13.47,46048,토,15.32664702,2092.09,1,1,18,14,19.8,1000.7,18.9,4.1,10.79466157,1000,15.32664702
 2012-09-30,15.9,1.8,71,0,14.41,41302,일,15.32664702,2092.09,1,1,22,12,21,1000.8,18,4.3,9.682095033,1000,15.32664702
 2012-10-01,16.7,1.4,73,0,15.49,44079,월,12.96023198,2092.09,1,0,22,12.5,24.6,1004.8,19.3,3.7,10.33308476,1000,12.96023198
 2012-10-02,17.3,1.3,75,0,14.95,48778,화,12.96023198,1996.03,0,0,25,14.3,24.9,1006.6,20.8,3.8,11.43463347,1000,12.96023198
 2012-10-03,17.4,1.5,72,0,16.8,51925,수,12.96023198,2092.09,1,0,22,15,26,1004.1,20.6,4.2,12.17235932,1000,12.96023198
 2012-10-04,17.1,1.4,73,0,15.96,56549,목,12.96023198,1992.68,0,0,29,14.4,24.2,1002.6,21.4,4.1,13.25632638,1000,12.96023198
 2012-10-05,17.5,1.2,76,0,10.42,60138,금,12.96023198,1995.17,0,0,38,14.9,22.8,1007.7,19.9,2.8,14.09766673,1000,12.96023198
 2012-10-06,17.9,1.5,72,0.1,12.45,55401,토,12.96023198,2092.09,0,1,40,16.1,24.5,1010.4,21.5,3.7,12.98720999,1000,12.96023198
 2012-10-07,16.7,1.6,70,0,15.99,51457,일,12.96023198,2092.09,0,1,35,15.1,24.4,1012.2,20,4.8,12.06264985,1000,12.96023198
 2012-10-08,15.6,1.7,68,0,14.95,60359,월,12.96023198,1981.89,0,0,27,14.6,23.4,1011.3,20.3,3.2,14.14947397,1000,12.96023198
 2012-10-09,15.2,1.3,73,0,12.59,60972,화,12.96023198,1979.04,0,0,34,13.8,22.4,1007.1,19.3,2.8,14.29317462,1000,12.96023198
 2012-10-10,15.4,1.8,76,1.6,10.32,60099,수,12.96023198,1948.22,0,0,35,12.6,20.3,1003.5,15.5,2.8,14.08852427,1000,12.96023198
 2012-10-11,13.7,2.1,63,0,16.08,61169,목,12.96023198,1933.09,0,0,21,9.9,19,1006.7,15,3.4,14.33935575,1000,12.96023198
 2012-10-12,13.4,1.4,64,0,15.72,59780,금,12.96023198,1933.26,0,0,34,8.5,21.4,1008.7,15.2,3.5,14.01374367,1000,12.96023198
 2012-10-13,14.5,1.2,67,0,12.27,53632,토,12.96023198,2092.09,0,1,41,11.3,23.1,1007.8,16.1,4.1,12.57251757,1000,12.96023198
 2012-10-14,15.4,1.5,64,0,12.45,50815,일,12.96023198,2092.09,0,1,40,12,21.8,1008.4,16.9,5.3,11.91215096,1000,12.96023198
 2012-10-15,13.7,1.7,56,0,15.48,60196,월,12.96023198,1925.59,0,0,34,10.3,21.8,1013,16.1,5.8,14.1112632,1000,12.96023198
 2012-10-16,15.6,1.7,66,0,14.34,60814,화,12.96023198,1941.54,0,0,39,10.8,23.4,1008.9,18.1,4.4,14.25613596,1000,12.96023198
 2012-10-17,13.6,2.6,66,1.6,8.75,60257,수,12.96023198,1955.15,0,0,24,8.1,17.6,1005,14.9,3.9,14.12556294,1000,12.96023198
 2012-10-18,10.5,2.2,52,0,15.46,61039,목,12.96023198,1959.12,0,0,22,6,17,1009,12.6,3.7,14.30888089,1000,12.96023198
 2012-10-19,12.3,1.4,62,0,13.13,60020,금,12.96023198,1943.84,0,0,43,10.3,20.1,1011.3,15.6,3.7,14.07000494,1000,12.96023198
 2012-10-20,13.6,1.5,68,0.1,10.26,54174,토,12.96023198,2092.09,0,1,52,10.5,21,1011,15.4,2.5,12.69957427,1000,12.96023198
 2012-10-21,15.7,1.2,70,0,12.5,51456,일,12.96023198,2092.09,0,1,52,15.4,23.7,1012.1,19.7,2.5,12.06241543,1000,12.96023198
 2012-10-22,14.7,2.8,78,26.7,2.14,61429,월,12.96023198,1941.59,0,0,42,8.5,17.1,1001.7,13.1,1,14.40030545,1000,12.96023198
 2012-10-23,11,3.1,54,0,14.71,61622,화,12.96023198,1926.81,0,0,22,4.5,14.5,1006.9,11.6,3.8,14.44554889,1000,12.96023198
 2012-10-24,11.6,1.5,69,0,10.08,60965,수,12.96023198,1913.96,0,0,36,9.5,18.4,1008.5,12.7,2.5,14.29153367,1000,12.96023198
 2012-10-25,13.2,1.3,74,0.1,11.82,61308,목,12.96023198,1924.5,0,0,41,12.6,20,1011.1,14.1,1.9,14.3719404,1000,12.96023198
 2012-10-26,14.5,1.4,73,0,11.79,60371,금,12.96023198,1891.43,0,0,56,11.1,22.3,1012.4,15.3,1.8,14.15228704,1000,12.96023198
 2012-10-27,14.8,1.9,90,25.4,1.06,55277,토,12.96023198,2092.09,0,1,34,12.5,16.4,1004.9,13.6,0.2,12.95814167,1000,12.96023198
 2012-10-28,15.4,3,65,0,13.1,51516,일,12.96023198,2092.09,0,1,31,10.8,18.8,1008.3,15.5,3,12.07648074,1000,12.96023198
 2012-10-29,12.1,1.5,70,0,11.88,61144,월,12.96023198,1891.52,0,0,34,8,16.7,1009.3,12.2,2.8,14.3334952,1000,12.96023198
 2012-10-30,10.3,2.6,61,0.3,11.65,61165,화,12.96023198,1899.58,0,0,55,5.8,12.4,1006.7,10.2,2.3,14.33841806,1000,12.96023198
 2012-10-31,8.2,2.2,60,0.4,11.6,61481,수,12.96023198,1912.06,0,0,44,2.8,11.6,1005.9,8.4,2.3,14.41249539,1000,12.96023198
 2012-11-01,7.2,3.1,49,0.1,13.39,62758,목,14.16424812,1898.44,0,0,32,2.7,10,1010.3,6.8,5.5,14.71185221,1000,14.16424812
 2012-11-02,6.2,1.5,56,0,13.39,61775,금,14.16424812,1918.72,0,0,31,1.6,12.4,1014.7,6.9,3,14.48141544,1000,14.16424812
 2012-11-03,8.1,1.2,61,0,12.66,55191,토,14.16424812,2092.09,0,1,42,3.2,15.7,1014.4,8.5,2.7,12.93798138,1000,14.16424812
 2012-11-04,10.8,2.2,76,5.8,4.15,53038,일,14.16424812,2092.09,0,1,31,9.1,15.3,1007.2,10.6,0.8,12.43327094,1000,14.16424812
 2012-11-05,10.4,1.9,78,3,6.38,63267,월,14.16424812,1908.22,0,0,32,7.2,10.7,1003.7,9.3,0.5,14.83117298,1000,14.16424812
 2012-11-06,9.3,2.6,75,4.5,4.69,63871,화,14.16424812,1928.17,0,0,47,5.1,8.6,1003.9,7.9,0.5,14.97276383,1000,14.16424812
 2012-11-07,9.8,2.6,67,0,8.63,62448,수,14.16424812,1937.55,0,0,62,4.1,12.5,1005.9,8.3,1.4,14.63918141,1000,14.16424812
 2012-11-08,10,1.5,73,0,6.33,63379,목,14.16424812,1914.41,0,0,63,6,12.6,1007.6,7.9,0.9,14.85742824,1000,14.16424812
 2012-11-09,9.8,1.5,75,0,10.18,62933,금,14.16424812,1904.41,0,0,74,4.4,15,1013.2,8.6,3,14.75287605,1000,14.16424812
 2012-11-10,12.1,3.3,63,3,8.46,55606,토,14.16424812,2092.09,0,1,39,9.2,14.7,1011.5,10.1,2.9,13.03526649,1000,14.16424812
 2012-11-11,10.6,3.7,71,18.1,3.47,54242,일,14.16424812,2092.09,0,1,19,3.6,12,997.4,8.3,0.5,12.71551496,1000,14.16424812
 2012-11-12,9.6,4,54,1.2,7.83,63856,월,14.16424812,1900.87,0,0,39,5.8,9.1,1001.8,7,0.7,14.9692475,1000,14.16424812
 2012-11-13,7.3,3.2,62,3.1,7.86,65071,화,14.16424812,1889.7,0,0,28,1.7,9.1,999.2,5.3,2.1,15.25407016,1000,14.16424812
 2012-11-14,4.8,3.1,60,0.7,9.99,65597,수,14.16424812,1894.04,0,0,25,-0.6,6.7,1007.2,3.2,2,15.3773761,1000,14.16424812
 2012-11-15,4.9,1.8,62,0,11.79,65600,목,14.16424812,1870.72,0,0,36,-0.3,9.8,1016.3,3.7,2.5,15.37807937,1000,14.16424812
 2012-11-16,5.9,1.2,77,5.7,5.04,65817,금,14.16424812,1860.83,0,0,44,1,8.2,1011.1,3.5,0.8,15.42894893,1000,14.16424812
 2012-11-17,7.5,2.8,65,4,7.91,58325,토,14.16424812,2092.09,0,1,27,1.5,8,1005.5,6.1,2.5,13.67265975,1000,14.16424812
 2012-11-18,4.5,1.6,60,0,11.82,55874,일,14.16424812,2092.09,0,1,23,-0.5,8.4,1010.6,3.1,1.5,13.09809157,1000,14.16424812
 2012-11-19,5.3,2.7,65,1.1,7.67,66846,월,14.16424812,1878.1,0,0,36,-0.5,7.6,1007.4,4.4,1.5,15.67016911,1000,14.16424812
 2012-11-20,3.2,2.1,56,0,9.57,67338,화,14.16424812,1890.18,0,0,40,-1.8,6.4,1013.1,2.1,1.8,15.7855047,1000,14.16424812
 2012-11-21,3.7,1.1,64,0,7.16,67861,수,14.16424812,1884.04,0,0,50,-0.4,8.4,1010.9,2.7,2.6,15.90810738,1000,14.16424812
 2012-11-22,6.2,1.2,68,0,8.39,66803,목,14.16424812,1899.5,0,0,68,1.9,10.5,1008,5.3,1.1,15.66008897,1000,14.16424812
 2012-11-23,6.1,2.4,64,0.5,7.11,66568,금,14.16424812,1911.33,0,0,56,0.3,6.9,1007.9,4.5,1.4,15.60499981,1000,14.16424812
 2012-11-24,3.3,2.2,56,0,10.66,59203,토,14.16424812,2092.09,0,1,27,-1.8,6.7,1012.4,2.2,2.1,13.87848221,1000,14.16424812
 2012-11-25,3.5,1.4,60,1.2,8.43,56021,일,14.16424812,2092.09,0,1,39,-0.7,7.5,1009.9,2.4,2.5,13.13255159,1000,14.16424812
 2012-11-26,3.8,3.2,62,2.8,7.72,68602,월,14.16424812,1908.51,0,0,29,-1.2,5.1,1005.3,3.4,2.4,16.08181404,1000,14.16424812
 2012-11-27,1.8,1.7,52,0,10.82,68958,화,14.16424812,1925.2,0,0,31,-2.8,6.5,1011.3,1,2.2,16.16526825,1000,14.16424812
 2012-11-28,6.2,2.7,62,0.8,6.04,68297,수,14.16424812,1912.78,0,0,101,-0.1,10.2,1005.5,4.2,2.4,16.01031535,1000,14.16424812
 2012-11-29,2.9,1.8,50,0,8.55,69062,목,14.16424812,1934.85,0,0,28,-1.9,4.7,1013.2,1,2,16.18964813,1000,14.16424812
 2012-11-30,2.6,1.6,51,0.1,8.37,68779,금,14.16424812,1932.9,0,0,43,-3,6.2,1014,0.9,1.2,16.12330672,1000,14.16424812
 2012-12-01,1,2.2,54,0.2,9,60745,토,14.4455826,2092.09,0,1,34,-5.9,4,1018.1,-0.3,1.4,14.23996084,1000,14.4455826
 2012-12-02,3.1,1.3,73,0.6,6.7,57401,일,14.4455826,2092.09,0,1,30,1,7.1,1012.5,1.6,1.9,13.45605387,1000,14.4455826
